event_id,intention_id,event_date,event_type,hours_spent,note
592,158,2024-07-26,RESEARCHED,0.9,
593,76,2024-01-16,POSTPONED,0.0,No accountability
594,318,2024-10-26,PLANNED,0.0,
595,190,2024-04-25,CREATED,0.0,
596,85,2025-02-11,CONTINUED,2.2,
597,319,2025-05-09,RESEARCHED,1.0,
598,130,2024-05-22,CONTINUED,3.0,
599,257,2023-09-21,POSTPONED,0.0,Overestimated effort required
600,100,2024-05-17,RESEARCHED,1.3,
601,70,2024-12-31,REPLACED,0.0,Replaced by a different priority
602,252,2025-07-27,POSTPONED,0.0,Unclear next step
603,170,2024-01-19,STARTED,0.0,
604,25,2024-05-10,CONTINUED,0.0,
605,19,2023-05-23,CREATED,0.0,
606,318,2024-11-29,ABANDONED,0.0,Competing priorities
607,85,2025-01-17,CONTINUED,3.0,
608,54,2024-08-15,CREATED,0.0,
609,235,2023-10-09,RESEARCHED,3.3,
610,288,2023-04-24,PLANNED,0.0,
611,85,2025-02-09,CONTINUED,9.0,
612,112,2024-08-01,RESEARCHED,0.4,
613,133,2024-04-16,ABANDONED,0.0,Lost interest
614,282,2023-07-20,CONTINUED,0.0,
615,121,2023-04-21,CREATED,0.0,
616,286,2024-08-12,RESEARCHED,0.3,
617,20,2025-04-20,COMPLETED,0.0,
618,164,2023-02-11,CREATED,0.0,
619,188,2023-12-06,CREATED,0.0,
620,65,2025-05-26,PLANNED,0.0,
621,171,2024-11-04,CREATED,0.0,
622,39,2024-01-31,STARTED,0.0,
623,200,2024-10-30,RESEARCHED,1.1,
624,76,2024-01-19,CONTINUED,1.4,
625,23,2024-09-02,CREATED,0.0,
626,46,2023-04-11,CREATED,0.0,
627,3,2023-08-31,RESEARCHED,1.0,
628,20,2024-09-24,RESEARCHED,0.0,
629,308,2025-01-07,PLANNED,0.0,
630,312,2024-04-24,CONTINUED,4.8,
631,288,2023-04-04,RESEARCHED,0.3,
632,135,2023-04-18,RESEARCHED,2.3,
633,303,2023-06-12,RESEARCHED,0.7,
634,234,2023-07-22,CONTINUED,0.9,
635,282,2023-08-16,CONTINUED,0.4,
636,173,2023-10-15,CONTINUED,3.9,
637,26,2024-08-04,CONTINUED,1.8,
638,288,2023-03-13,RESEARCHED,0.0,
639,223,2024-02-21,RESEARCHED,1.3,
640,127,2024-04-05,RESEARCHED,0.4,
641,274,2025-05-18,RESEARCHED,1.4,
642,60,2024-05-27,REPLACED,0.0,Replaced by a different priority
643,91,2023-11-11,RESEARCHED,5.1,
644,115,2025-02-22,RESEARCHED,0.7,
645,290,2024-06-19,CREATED,0.0,
646,96,2023-12-07,CONTINUED,0.4,
647,227,2025-01-07,RESEARCHED,0.2,
648,282,2023-04-20,STARTED,0.0,
649,189,2024-04-27,RESEARCHED,3.4,
650,304,2025-05-25,RESEARCHED,3.1,
651,233,2023-06-11,RESEARCHED,3.1,
652,154,2024-11-07,CREATED,0.0,
653,85,2024-12-15,STARTED,0.0,
654,307,2023-09-26,RESEARCHED,1.1,
655,74,2025-03-29,RESEARCHED,3.9,
656,79,2025-07-11,RESEARCHED,0.4,
657,126,2024-11-19,RESEARCHED,0.3,
658,241,2023-03-15,RESEARCHED,2.3,
659,199,2024-08-26,ABANDONED,0.0,Low energy / burnout
660,74,2025-04-02,RESEARCHED,2.2,
661,117,2024-12-10,POSTPONED,0.0,Blocked by dependency
662,258,2024-01-31,RESEARCHED,2.7,
663,181,2023-10-25,POSTPONED,0.0,Lack of time
664,76,2023-12-16,CONTINUED,2.5,
665,200,2024-11-30,PLANNED,0.0,
666,9,2024-08-31,CONTINUED,3.7,
667,304,2025-06-04,RESEARCHED,0.8,
668,261,2024-05-24,PLANNED,0.0,
669,197,2023-10-18,POSTPONED,0.0,Perfectionism / fear of failure
670,18,2024-03-20,RESEARCHED,2.7,
671,170,2024-01-06,PLANNED,0.0,
672,63,2024-10-16,RESEARCHED,1.2,
673,38,2023-02-24,PLANNED,0.0,
674,165,2025-03-12,CONTINUED,3.2,
675,306,2023-10-19,CREATED,0.0,
676,39,2024-05-21,CONTINUED,4.1,
677,165,2024-11-03,RESEARCHED,0.6,
678,16,2023-08-23,CREATED,0.0,
679,291,2024-02-28,RESEARCHED,0.7,
680,249,2024-01-20,RESEARCHED,0.3,
681,49,2024-04-05,COMPLETED,0.0,
682,216,2024-01-10,CREATED,60.0,
683,26,2024-09-23,POSTPONED,0.0,Lack of motivation
684,312,2023-11-19,PLANNED,0.0,
685,291,2024-03-24,PLANNED,0.0,
686,58,2024-07-30,CREATED,0.0,
687,55,2023-12-27,STARTED,0.0,
688,260,2023-04-21,ABANDONED,0.0,Competing priorities
689,26,2024-06-26,RESEARCHED,2.0,
690,91,2023-12-01,PLANNED,0.0,
691,301,2023-04-24,RESEARCHED,1.0,
692,170,2023-11-21,RESEARCHED,0.3,
693,167,2023-12-23,CREATED,0.0,
694,18,2024-04-21,POSTPONED,0.0,Low energy / burnout
695,249,2024-01-02,RESEARCHED,0.6,
696,2,2023-05-08,RESEARCHED,1.3,
697,225,2024-03-16,RESEARCHED,1.6,
698,186,2025-03-28,CONTINUED,1.1,
699,111,2023-07-09,POSTPONED,0.0,Perfectionism / fear of failure
700,300,2025-02-23,CREATED,0.0,
701,57,2025-04-14,POSTPONED,0.0,Competing priorities
702,139,2023-12-19,CREATED,0.0,
703,84,2023-04-25,RESEARCHED,0.9,
704,96,2024-03-03,CONTINUED,2.7,
705,96,2023-11-29,POSTPONED,0.0,Lack of motivation
706,141,2024-01-30,ABANDONED,0.0,Unclear next step
707,107,2023-12-30,RESEARCHED,1.3,
708,134,2025-03-23,STARTED,0.0,
709,179,2024-09-05,CREATED,0.0,
710,100,2024-04-28,RESEARCHED,4.1,
711,187,2024-05-29,RESEARCHED,0.8,
712,39,2024-07-27,POSTPONED,0.0,Unclear next step
713,111,2023-06-08,RESEARCHED,0.9,
714,185,2024-08-29,RESEARCHED,0.9,
715,28,2024-10-19,RESEARCHED,0.3,
716,289,2024-11-30,RESEARCHED,1.0,
717,148,2024-08-18,RESEARCHED,0.6,
718,15,2023-10-04,CREATED,0.0,
719,134,2025-05-05,CONTINUED,3.1,
720,299,2023-02-09,PLANNED,0.0,
721,91,2024-02-16,CONTINUED,2.1,
722,214,2025-06-09,CONTINUED,1.5,
723,311,2025-07-05,RESEARCHED,0.8,
724,249,2024-01-03,RESEARCHED,1.3,
725,9,2024-11-06,CONTINUED,1.0,
726,168,2023-12-25,RESEARCHED,0.6,
727,255,2023-01-07,CREATED,0.0,
728,34,2025-01-29,RESEARCHED,3.3,
729,148,2024-08-13,CREATED,0.0,
730,26,2024-10-15,CONTINUED,1.5,
731,282,2023-04-02,RESEARCHED,0.5,
732,163,2023-03-18,RESEARCHED,1.6,
733,15,2023-10-25,RESEARCHED,0.0,
734,181,2023-11-06,PLANNED,0.0,
735,69,2023-08-03,CONTINUED,4.4,
736,55,2023-10-28,RESEARCHED,0.8,
737,176,2024-04-25,RESEARCHED,1.2,
738,238,2024-04-14,CREATED,0.0,
739,219,2024-05-29,STARTED,0.0,
740,206,2024-08-16,PLANNED,0.0,
741,205,2025-01-12,RESEARCHED,0.6,
742,295,2024-10-16,RESEARCHED,1.1,
743,55,2024-04-07,COMPLETED,0.0,
744,297,2024-04-10,ABANDONED,0.0,Blocked by dependency
745,203,2025-06-03,RESEARCHED,0.5,
746,184,2024-02-26,RESEARCHED,0.3,
747,306,2024-01-05,CONTINUED,3.5,
748,252,2025-06-28,RESEARCHED,3.2,
749,197,2024-03-02,COMPLETED,0.0,
750,64,2023-09-15,CREATED,0.0,
751,26,2024-12-05,CONTINUED,60.0,
752,244,2025-07-23,RESEARCHED,0.6,
753,157,2024-12-18,RESEARCHED,60.0,
754,60,2024-01-04,CONTINUED,1.3,
755,63,2024-11-09,POSTPONED,0.0,Lack of money
756,108,2025-05-14,POSTPONED,0.0,Lack of motivation
757,143,2023-10-31,CREATED,0.0,
758,241,2023-04-06,POSTPONED,0.0,Lost interest
759,316,2024-04-29,CONTINUED,1.1,
760,140,2023-10-08,RESEARCHED,0.7,
761,271,2025-01-18,RESEARCHED,1.7,
762,259,2023-04-06,RESEARCHED,0.9,
763,221,2023-07-11,PLANNED,0.0,
764,62,2023-10-06,RESEARCHED,0.9,
765,271,2025-03-24,ABANDONED,0.0,Overestimated effort required
766,91,2024-05-22,POSTPONED,0.0,Blocked by dependency
767,121,2023-05-11,RESEARCHED,0.7,
768,200,2024-10-24,RESEARCHED,1.9,
769,169,2025-05-11,RESEARCHED,2.6,
770,61,2025-01-19,COMPLETED,0.0,
771,254,2023-06-11,COMPLETED,0.0,
772,125,2023-12-27,RESEARCHED,2.0,
773,51,2023-04-30,CONTINUED,3.0,
774,30,2024-01-09,COMPLETED,0.0,
775,297,2024-03-10,RESEARCHED,1.1,
776,161,2024-09-02,ABANDONED,0.0,Competing priorities
777,292,2025-05-23,ABANDONED,0.0,Lost interest
778,302,2025-06-03,RESEARCHED,1.6,
779,130,2023-11-27,CREATED,0.0,
780,170,2024-05-22,ABANDONED,0.0,Lost interest
781,313,2023-07-19,RESEARCHED,0.4,
782,100,2024-06-11,RESEARCHED,2.2,
783,60,2024-04-04,CONTINUED,1.0,
784,14,2024-07-15,RESEARCHED,1.1,
785,133,2024-02-24,PLANNED,0.0,
786,25,2024-03-08,POSTPONED,0.0,Blocked by dependency
787,268,2025-06-07,RESEARCHED,1.8,
788,312,2024-05-11,COMPLETED,0.0,
789,188,2023-12-17,RESEARCHED,2.5,
790,234,2023-05-17,RESEARCHED,1.5,
791,39,2024-06-17,CONTINUED,3.9,
792,308,2025-06-15,COMPLETED,0.0,
793,138,2024-11-10,CREATED,0.0,
794,61,2025-01-10,PLANNED,0.0,
795,65,2025-05-09,RESEARCHED,0.2,
796,80,2023-02-23,RESEARCHED,1.2,
797,273,2025-05-22,RESEARCHED,0.6,
798,282,2023-04-15,PLANNED,0.0,
799,174,2023-05-28,RESEARCHED,0.5,
800,174,2023-10-07,POSTPONED,0.0,Low energy / burnout
801,234,2023-06-25,STARTED,0.0,
802,126,2024-11-06,RESEARCHED,1.6,
803,63,2024-09-23,RESEARCHED,0.9,
804,182,2024-08-27,RESEARCHED,3.8,
805,296,2023-06-19,PLANNED,0.0,
806,285,2024-11-14,RESEARCHED,3.8,
807,227,2025-02-07,STARTED,0.0,
808,97,2025-07-16,CONTINUED,1.3,
809,165,2024-12-07,RESEARCHED,1.8,
810,103,2023-08-25,CREATED,0.0,
811,44,2023-07-16,CREATED,0.0,
812,124,2025-05-20,CREATED,0.0,
813,277,2023-08-02,PLANNED,0.0,
814,218,2025-05-27,POSTPONED,0.0,Lack of money
815,27,2023-06-06,CREATED,0.0,
816,61,2025-01-14,STARTED,0.0,
817,101,2025-02-12,POSTPONED,0.0,No accountability
818,301,2023-05-08,PLANNED,0.0,
819,219,2024-06-22,CONTINUED,0.7,
820,206,2024-08-08,RESEARCHED,0.8,
821,160,2024-04-24,CREATED,0.0,
822,127,2024-07-12,CONTINUED,2.3,
823,243,2025-06-09,RESEARCHED,3.8,
824,58,2024-08-23,RESEARCHED,0.5,
825,25,2024-02-07,CONTINUED,4.2,
826,49,2024-01-14,CONTINUED,1.0,
827,130,2024-04-18,CONTINUED,0.0,
828,28,2024-09-25,RESEARCHED,4.0,
829,222,2023-05-17,RESEARCHED,0.3,
830,108,2025-03-02,RESEARCHED,0.6,
831,313,2023-09-14,ABANDONED,0.0,Unclear next step
832,182,2024-10-11,CONTINUED,1.1,
833,73,2025-04-27,RESEARCHED,1.0,
834,214,2025-04-12,PLANNED,0.0,
835,164,2023-03-02,RESEARCHED,0.2,
836,165,2024-10-29,CREATED,0.0,
837,258,2024-02-16,RESEARCHED,0.6,
838,284,2024-04-21,RESEARCHED,0.3,
839,312,2023-12-19,STARTED,0.0,
840,174,2023-06-19,RESEARCHED,1.4,
841,158,2024-08-25,RESEARCHED,1.8,
842,70,2024-12-31,REPLACED,0.0,Replaced by a different priority
843,287,2024-12-09,PLANNED,0.0,
844,69,2023-03-02,RESEARCHED,0.7,
845,153,2024-09-27,CREATED,0.0,
846,167,2023-12-25,RESEARCHED,0.2,
847,51,2023-05-18,CONTINUED,60.0,
848,55,2024-04-03,CONTINUED,0.0,
849,84,2023-04-05,RESEARCHED,1.0,
850,304,2025-05-14,RESEARCHED,6.1,
851,312,2024-01-29,CONTINUED,0.9,
852,62,2023-10-21,POSTPONED,0.0,Unclear next step
853,72,2025-06-24,RESEARCHED,0.3,
854,9,2024-12-04,CONTINUED,6.6,
855,6,2023-10-12,CREATED,0.0,
856,111,2023-08-24,CONTINUED,2.0,
857,25,2023-11-14,RESEARCHED,0.7,
858,213,2023-10-07,CREATED,0.0,
859,85,2025-02-28,POSTPONED,0.0,Lack of money
860,130,2024-01-05,PLANNED,0.0,
861,13,2023-08-18,POSTPONED,0.0,Competing priorities
862,161,2024-07-11,RESEARCHED,0.3,
863,111,2023-05-17,RESEARCHED,1.1,
864,169,2025-06-21,RESEARCHED,1.7,
865,219,2024-07-01,POSTPONED,0.0,Lack of time
866,95,2024-03-06,RESEARCHED,3.6,
867,238,2024-05-06,RESEARCHED,2.4,
868,170,2024-03-16,POSTPONED,0.0,Lack of motivation
869,73,2025-04-15,RESEARCHED,60.0,
870,123,2025-01-07,RESEARCHED,0.8,
871,94,2025-06-29,RESEARCHED,0.2,
872,202,2024-08-24,CREATED,0.0,
873,85,2025-01-02,CONTINUED,11.9,
874,135,2023-07-25,CONTINUED,1.1,
875,70,2024-12-21,RESEARCHED,3.2,
876,276,2025-04-22,RESEARCHED,1.1,
877,114,2023-12-02,CREATED,0.0,
878,87,2023-07-16,CREATED,0.0,
879,268,2025-07-06,CONTINUED,1.6,
880,108,2025-04-15,CONTINUED,2.3,
881,259,2023-04-12,PLANNED,0.0,
882,115,2025-03-10,PLANNED,0.0,
883,74,2025-05-03,POSTPONED,0.0,Unclear next step
884,263,2023-12-19,PLANNED,0.0,
885,312,2024-03-14,CONTINUED,0.3,
886,54,2024-10-26,RESEARCHED,2.2,
887,205,2025-01-05,RESEARCHED,1.4,
888,130,2023-12-21,RESEARCHED,0.0,
889,7,2023-04-10,CREATED,0.0,
890,305,2024-04-06,PLANNED,0.0,
891,282,2023-04-13,RESEARCHED,2.8,
892,174,2023-08-08,POSTPONED,0.0,Low energy / burnout
893,125,2024-01-31,POSTPONED,0.0,Low energy / burnout
894,75,2023-08-16,CREATED,0.0,
895,112,2024-08-21,PLANNED,0.0,
896,170,2024-01-26,CONTINUED,2.3,
897,25,2023-10-28,CREATED,0.0,
898,289,2024-10-23,CREATED,0.0,
899,112,2024-10-11,CONTINUED,1.5,
900,134,2025-03-18,PLANNED,0.0,
901,151,2025-03-20,CREATED,0.0,
902,193,2024-09-24,CREATED,0.0,
903,114,2023-12-23,RESEARCHED,4.9,
904,174,2023-09-30,CONTINUED,5.9,
905,267,2024-07-16,CONTINUED,2.0,
906,85,2024-11-25,RESEARCHED,0.3,
907,26,2024-07-30,CONTINUED,0.5,
908,193,2024-10-07,RESEARCHED,3.9,
909,316,2024-03-02,RESEARCHED,0.3,
910,72,2025-07-04,PLANNED,60.0,
911,256,2025-01-28,CREATED,0.0,
912,99,2025-05-18,PLANNED,0.0,
913,72,2025-07-29,STARTED,0.0,
914,85,2025-04-01,CONTINUED,1.0,
915,182,2024-08-16,CREATED,0.0,
916,55,2024-02-03,CONTINUED,1.3,
917,261,2024-05-12,CREATED,0.0,
918,135,2023-05-06,RESEARCHED,1.2,
919,179,2024-09-08,RESEARCHED,0.0,
920,105,2023-08-25,RESEARCHED,0.5,
921,95,2024-02-14,CREATED,0.0,
922,148,2024-08-31,RESEARCHED,1.7,
923,185,2024-10-20,CONTINUED,0.5,
924,135,2023-08-28,COMPLETED,0.0,
925,182,2024-10-27,CONTINUED,0.4,
926,181,2023-10-09,RESEARCHED,1.0,
927,214,2025-02-27,RESEARCHED,1.7,
928,18,2024-04-14,RESEARCHED,1.0,
929,211,2025-01-19,CREATED,0.0,
930,295,2024-10-01,RESEARCHED,0.3,
931,288,2023-03-05,CREATED,0.0,
932,295,2024-10-18,PLANNED,0.0,
933,238,2024-06-04,POSTPONED,0.0,Lost interest
934,219,2024-08-17,CONTINUED,5.0,
935,275,2024-02-10,CREATED,0.0,
936,131,2023-09-20,RESEARCHED,1.1,
937,108,2025-07-16,CONTINUED,4.5,
938,252,2025-05-15,CREATED,0.0,
939,259,2023-03-28,CREATED,0.0,
940,221,2023-06-30,POSTPONED,0.0,Lack of motivation
941,82,2023-10-08,PLANNED,0.0,
942,62,2023-09-28,CREATED,0.0,
943,17,2023-06-28,ABANDONED,0.0,Overestimated effort required
944,159,2023-04-18,PLANNED,0.0,
945,135,2023-08-10,CONTINUED,4.8,
946,261,2024-05-22,RESEARCHED,2.2,
947,307,2023-09-02,CREATED,0.0,
948,219,2024-08-11,POSTPONED,0.0,Lack of money
949,29,2025-06-18,CREATED,0.0,
950,306,2024-02-26,CONTINUED,0.8,
951,275,2024-03-05,RESEARCHED,2.6,
952,130,2024-06-05,CONTINUED,3.2,
953,311,2025-06-29,RESEARCHED,0.4,
954,245,2025-03-01,ABANDONED,0.0,Perfectionism / fear of failure
955,69,2023-05-20,CONTINUED,2.6,
956,134,2025-03-12,RESEARCHED,2.4,
957,282,2023-06-20,CONTINUED,8.3,
958,200,2024-10-15,CREATED,0.0,
959,90,2024-06-10,POSTPONED,0.0,Unclear next step
960,188,2024-01-11,POSTPONED,0.0,Unclear next step
961,130,2024-07-14,COMPLETED,0.0,
962,20,2024-12-27,CONTINUED,1.7,
963,110,2024-12-04,POSTPONED,0.0,Low energy / burnout
964,109,2023-10-07,CREATED,0.0,
965,291,2024-05-10,CONTINUED,2.8,
966,40,2025-01-10,CREATED,0.0,
967,120,2025-04-07,RESEARCHED,0.0,
968,182,2024-10-16,CONTINUED,1.8,
969,84,2023-04-10,RESEARCHED,1.2,
970,69,2023-07-29,POSTPONED,0.0,Blocked by dependency
971,97,2025-05-18,CREATED,0.0,
972,245,2025-02-02,RESEARCHED,1.7,
973,61,2025-01-07,RESEARCHED,0.7,
974,219,2024-09-28,CONTINUED,0.0,
975,39,2023-10-13,CREATED,0.0,
976,12,2024-10-12,CREATED,0.0,
977,20,2024-08-20,CREATED,0.0,
978,250,2024-09-06,CREATED,0.0,
979,135,2023-04-05,RESEARCHED,0.5,
980,9,2024-08-20,PLANNED,0.0,
981,186,2025-05-23,COMPLETED,0.0,
982,312,2023-11-08,RESEARCHED,60.0,
983,157,2025-04-29,CONTINUED,1.9,
984,277,2023-07-18,CREATED,0.0,
985,9,2024-09-21,CONTINUED,0.6,
986,90,2024-04-27,RESEARCHED,0.0,
987,230,2023-10-24,POSTPONED,0.0,Lost interest
988,52,2023-04-15,POSTPONED,0.0,Perfectionism / fear of failure
989,126,2024-10-25,CREATED,0.0,
990,313,2023-05-31,CREATED,0.0,
991,66,2023-06-15,CREATED,0.0,
992,285,2024-10-26,RESEARCHED,0.0,
993,79,2025-07-31,POSTPONED,0.0,No accountability
994,164,2023-03-25,POSTPONED,0.0,Lack of motivation
995,27,2023-07-17,POSTPONED,0.0,Lack of money
996,68,2025-06-13,RESEARCHED,0.6,
997,97,2025-07-12,CONTINUED,0.0,
998,108,2025-06-12,CONTINUED,1.2,
999,28,2024-11-21,ABANDONED,0.0,Lack of money
1000,88,2024-08-05,CREATED,0.0,
1001,91,2024-01-14,CONTINUED,0.7,
1002,60,2023-10-19,CREATED,0.0,
1003,91,2023-11-16,RESEARCHED,2.0,
1004,17,2023-05-30,PLANNED,0.0,
1005,159,2023-06-04,CONTINUED,1.0,
1006,250,2024-11-20,PLANNED,0.0,
1007,291,2024-02-17,RESEARCHED,0.7,
1008,76,2023-09-10,RESEARCHED,0.3,
1009,268,2025-06-30,STARTED,0.0,
1010,309,2025-03-29,RESEARCHED,0.5,
1011,48,2023-03-02,CREATED,0.0,
1012,263,2024-02-13,POSTPONED,0.0,Competing priorities
1013,179,2024-09-26,RESEARCHED,1.0,
1014,180,2025-03-21,RESEARCHED,0.6,
1015,52,2023-03-24,CREATED,0.0,
1016,73,2025-05-10,PLANNED,0.0,
1017,316,2024-03-14,PLANNED,0.0,
1018,17,2023-05-05,RESEARCHED,2.1,
1019,281,2023-12-22,PLANNED,0.0,
1020,166,2024-04-08,RESEARCHED,1.7,
1021,159,2023-06-25,COMPLETED,0.0,
1022,144,2023-10-08,CREATED,0.0,
1023,302,2025-05-05,CREATED,0.0,
1024,318,2024-10-09,RESEARCHED,3.3,
1025,3,2023-10-26,ABANDONED,0.0,Lack of money
1026,230,2023-09-07,CREATED,0.0,
1027,247,2025-05-11,PLANNED,0.0,
1028,241,2023-03-09,CREATED,0.0,
1029,247,2025-07-10,CONTINUED,0.4,
1030,106,2025-07-11,RESEARCHED,1.3,
1031,84,2023-05-09,PLANNED,0.0,
1032,96,2023-10-08,STARTED,0.0,
1033,5,2024-11-24,ABANDONED,0.0,Competing priorities
1034,276,2025-04-26,PLANNED,0.0,
1035,272,2023-01-22,CREATED,0.0,
1036,175,2024-07-18,CREATED,0.0,
1037,116,2024-07-27,ABANDONED,0.0,Lack of motivation
1038,130,2024-05-03,CONTINUED,8.7,
1039,76,2023-10-12,RESEARCHED,0.5,
1040,292,2025-05-23,ABANDONED,0.0,Lost interest
1041,225,2024-04-07,RESEARCHED,1.8,
1042,40,2025-01-27,RESEARCHED,1.2,
1043,42,2023-12-29,CREATED,0.0,
1044,311,2025-07-11,PLANNED,0.0,
1045,263,2024-01-16,STARTED,0.0,
1046,193,2024-10-19,RESEARCHED,2.9,
1047,51,2023-05-26,COMPLETED,0.0,
1048,226,2023-08-11,CREATED,0.0,
1049,247,2025-06-21,CONTINUED,1.5,
1050,173,2023-11-23,COMPLETED,0.0,
1051,159,2023-03-12,RESEARCHED,0.8,
1052,106,2025-06-17,RESEARCHED,0.6,
1053,53,2024-12-20,RESEARCHED,0.0,
1054,170,2023-12-06,RESEARCHED,0.9,
1055,170,2023-12-23,RESEARCHED,0.3,
1056,108,2025-03-06,PLANNED,0.0,
1057,71,2024-10-21,RESEARCHED,0.9,
1058,223,2024-06-06,POSTPONED,0.0,Lost interest
1059,135,2023-05-22,PLANNED,0.0,
1060,197,2024-02-24,POSTPONED,0.0,Lost interest
1061,110,2024-11-29,RESEARCHED,0.0,
1062,141,2023-11-20,CREATED,0.0,
1063,62,2023-10-30,PLANNED,0.0,
1064,30,2023-09-25,RESEARCHED,1.1,
1065,212,2023-09-09,PLANNED,0.0,
1066,308,2024-11-27,RESEARCHED,0.5,
1067,49,2023-11-12,POSTPONED,0.0,No accountability
1068,280,2024-04-27,PLANNED,0.0,
1069,96,2023-08-13,CREATED,0.0,
1070,239,2025-05-17,CREATED,0.0,
1071,91,2023-11-01,RESEARCHED,1.2,
1072,177,2024-06-05,CREATED,0.0,
1073,221,2023-09-02,CONTINUED,1.4,
1074,263,2024-03-03,COMPLETED,0.0,
1075,111,2023-10-13,CONTINUED,1.5,
1076,267,2024-07-12,CONTINUED,1.2,
1077,133,2023-12-30,CREATED,0.0,
1078,163,2023-02-21,RESEARCHED,1.5,
1079,154,2024-11-23,RESEARCHED,1.6,
1080,269,2025-06-01,CREATED,0.0,
1081,309,2025-03-07,CREATED,0.0,
1082,149,2025-04-10,CREATED,0.0,
1083,146,2024-04-18,RESEARCHED,0.0,
1084,63,2024-09-11,CREATED,0.0,
1085,172,2023-07-12,CREATED,0.0,
1086,265,2023-11-05,CREATED,0.0,
1087,57,2025-04-02,RESEARCHED,1.0,
1088,212,2023-07-25,CREATED,0.0,
1089,159,2023-05-28,CONTINUED,1.0,
1090,228,2023-10-24,RESEARCHED,2.3,
1091,174,2023-08-09,PLANNED,0.0,
1092,276,2025-07-30,COMPLETED,0.0,
1093,72,2025-06-21,CREATED,0.0,
1094,316,2024-04-12,STARTED,0.0,
1095,139,2023-12-26,RESEARCHED,0.2,
1096,296,2023-05-13,CREATED,0.0,
1097,165,2024-11-17,RESEARCHED,1.7,
1098,303,2023-05-15,CREATED,0.0,
1099,5,2024-11-12,PLANNED,0.0,
1100,134,2025-01-27,RESEARCHED,0.5,
1101,195,2024-12-14,RESEARCHED,0.8,
1102,235,2023-11-07,POSTPONED,0.0,Blocked by dependency
1103,247,2025-05-16,STARTED,0.0,
1104,269,2025-07-08,RESEARCHED,0.8,
1105,136,2025-01-17,RESEARCHED,0.6,
1106,127,2024-05-07,STARTED,0.0,
1107,98,2024-09-01,CREATED,0.0,
1108,222,2023-04-10,CREATED,0.0,
1109,139,2024-01-13,RESEARCHED,0.3,
1110,39,2024-03-03,CONTINUED,2.8,
1111,116,2024-05-09,PLANNED,0.0,
1112,113,2025-06-06,CREATED,0.0,
1113,312,2024-01-24,POSTPONED,0.0,No accountability
1114,201,2024-11-24,CREATED,0.0,
1115,274,2025-05-14,CREATED,0.0,
1116,270,2023-03-21,CREATED,0.0,
1117,306,2024-01-29,CONTINUED,0.6,
1118,133,2024-02-07,RESEARCHED,0.2,
1119,70,2024-11-29,CREATED,0.0,
1120,309,2025-05-25,STARTED,0.0,
1121,146,2024-05-02,PLANNED,0.0,
1122,171,2024-11-24,RESEARCHED,2.9,
1123,209,2024-12-01,RESEARCHED,0.0,
1124,234,2023-05-15,CREATED,0.0,
1125,276,2025-03-08,CREATED,0.0,
1126,118,2023-07-24,CREATED,0.0,
1127,247,2025-05-10,RESEARCHED,1.6,
1128,155,2023-06-10,CREATED,0.0,
1129,271,2025-01-27,PLANNED,0.0,
1130,191,2024-12-10,CREATED,0.0,
1131,135,2023-07-18,CONTINUED,1.1,
1132,293,2023-04-30,POSTPONED,0.0,No accountability
1133,267,2024-05-12,POSTPONED,0.0,Overestimated effort required
1134,51,2023-03-14,PLANNED,0.0,
1135,122,2024-03-02,PLANNED,0.0,
1136,43,2023-03-24,RESEARCHED,0.2,
1137,18,2024-02-10,CREATED,0.0,
1138,74,2025-03-17,CREATED,0.0,
1139,202,2024-09-01,RESEARCHED,0.8,
1140,100,2024-04-28,RESEARCHED,4.1,
1141,296,2023-07-27,ABANDONED,0.0,Lack of time
1142,174,2023-08-25,STARTED,0.0,
1143,39,2023-10-26,RESEARCHED,1.4,
1144,170,2023-11-19,CREATED,0.0,
1145,289,2024-12-02,RESEARCHED,0.6,
1146,254,2023-05-19,CONTINUED,15.3,
1147,54,2024-09-25,RESEARCHED,0.7,
1148,263,2023-11-11,RESEARCHED,1.6,
1149,134,2025-01-09,RESEARCHED,0.9,
1150,281,2023-11-27,CREATED,0.0,
1151,84,2023-06-09,CONTINUED,1.6,
1152,165,2025-04-08,CONTINUED,0.8,
1153,30,2023-12-20,CONTINUED,0.0,
1154,320,2023-09-01,CREATED,0.0,
1155,195,2024-12-11,CREATED,0.0,
1156,117,2025-01-26,ABANDONED,0.0,Lack of money
1157,280,2024-04-23,RESEARCHED,0.3,
1158,174,2023-07-13,RESEARCHED,2.0,
1159,26,2024-07-14,PLANNED,0.0,
1160,232,2025-03-18,CREATED,0.0,
1161,295,2024-09-09,RESEARCHED,0.4,
1162,165,2025-01-06,STARTED,0.0,
1163,131,2023-10-23,RESEARCHED,0.4,
1164,111,2023-09-10,CONTINUED,1.0,
1165,30,2023-10-18,POSTPONED,0.0,Low energy / burnout
1166,167,2024-02-22,ABANDONED,0.0,Lack of money
1167,212,2023-08-16,RESEARCHED,1.7,
1168,267,2024-02-15,RESEARCHED,1.5,
1169,236,2024-04-04,CREATED,0.0,
1170,1,2025-01-29,CREATED,0.0,
1171,203,2025-05-15,CREATED,0.0,
1172,301,2023-04-06,RESEARCHED,0.3,
1173,89,2023-08-04,CREATED,0.0,
1174,103,2023-08-28,RESEARCHED,0.3,
1175,285,2024-10-10,RESEARCHED,2.4,
1176,154,2024-11-07,CREATED,0.0,
