intention_id,title,motivation,date_created,perceived_importance,urgency,personal_interest,career_relevance,estimated_effort_hours,has_deadline,deadline_date,category_id
262,RESEARCH INVESTMENT OPTIONS,Curiosity / fun,2025-02-12,,2.0,3.0,,12.5,False,,3
263,Plan a family visit,Creative expression,2023-10-18,3.0,3.0,5.0,2.0,8.2,False,,8
264,Start a freelance side gig,Career advancement,2023-02-16,1.0,1.0,3.0,1.0,6.9,True,2023-08-02,9
265,NETWORK WITH 5 PEOPLE IN TARGET INDUSTRY,Personal growth,2023-11-05,3.0,3.0,3.0,3.0,8.7,False,,1
266,Pay off a small debt,Obligation / should-do,2023-12-02,1.0,1.0,3.0,1.0,14.0,True,2024-04-21,3
267,IMPROVE SLEEP SCHEDULE,Financial security,2024-01-25,4.0,4.0,3.0,3.0,9.3,False,,4
268,Build a personal dashboard,Curiosity / fun,2025-05-03,2.0,1.0,3.0,1.0,9.5,False,,9
269,Learn touch typing,Obligation / should-do,2025-06-01,3.0,2.0,3.0,4.0,19.2,False,,7
270,Build a portfolio website,Obligation / should-do,2023-03-21,1.0,1.0,4.0,1.0,6.7,False,,1
271,Start a small garden,Social connection,2024-12-27,1.0,1.0,4.0,2.0,4.9,False,,5
272,Learn touch typing,Personal growth,2023-01-22,1.0,1.0,3.0,,9.6,False,,7
273,Collect and organize a hobby set,Curiosity / fun,2025-05-01,3.0,3.0,3.0,1.0,24.0,False,,5
274,Learn touch typing,Obligation / should-do,2025-05-14,3.0,2.0,2.0,1.0,3.7,True,2025-09-16,7
275,Start a small blog,Curiosity / fun,2024-02-10,3.0,4.0,1.0,1.0,30.7,False,,9
276,Try a new craft technique,Health & wellbeing,2025-03-08,2.0,1.0,4.0,1.0,42.2,True,2025-07-30,2
277,Build a personal dashboard,Curiosity / fun,2023-07-18,3.0,2.0,5.0,1.0,15.9,False,,9
278,RENEW AN EXPIRING DOCUMENT,Financial security,2023-08-30,3.0,,5.0,1.0,4.1,True,2023-11-17,6
279,Start meditating daily,Health & wellbeing,2023-06-06,3.0,1.0,5.0,,5.9,False,,4
280,Learn to cook healthier meals,Creative expression,2024-04-20,3.0,1.0,2.0,2.0,4.5,False,,4
281,Start a reading challenge,Curiosity / fun,2023-11-27,2.0,3.0,4.0,2.0,20.0,False,,5
282,Learn to cook healthier meals,Social connection,2023-03-11,2.0,1.0,5.0,1.0,6.5,False,,4
283,Plan a savings goal,Health & wellbeing,2023-02-27,4.0,3.0,,5.0,4.6,False,,3
284,Track spending for a month,Social connection,2024-04-07,4.0,2.0,3.0,4.0,12.9,True,2024-07-24,3
285,Finish an online Python course,Obligation / should-do,2024-09-21,3.0,3.0,2.0,1.0,3.2,False,,7
286,Plan a road trip route,Career advancement,2024-07-21,1.0,5.0,2.0,1.0,6.4,False,,10
287,Plan a road trip route,Creative expression,2024-10-29,3.0,3.0,4.0,1.0,7.0,True,2025-04-15,10
288,Build a portfolio project,Curiosity / fun,2023-03-05,3.0,2.0,5.0,3.0,15.8,False,,9
289,Learn basic public speaking,Creative expression,2024-10-23,3.0,4.0,3.0,1.0,11.7,True,2025-01-08,7
290,Research flights for a trip,Curiosity / fun,2024-06-19,2.0,1.0,4.0,2.0,8.3,False,,10
291,FIX A RECURRING HOUSEHOLD ISSUE,Curiosity / fun,2024-02-01,3.0,4.0,3.0,4.0,13.6,False,,6
292,Start a houseplant collection,Curiosity / fun,2025-03-19,1.0,3.0,3.0,2.0,15.0,False,,5
293,Complete a data visualization course,Obligation / should-do,2023-04-07,3.0,1.0,3.0,1.0,4.8,False,,7
294,Pay off a small debt,Personal growth,2025-01-11,3.0,4.0,3.0,1.0,12.2,False,,3
295,Organize digital files,Curiosity / fun,2024-08-19,4.0,1.0,3.0,1.0,4.0,False,,6
296,Compare insurance providers,Health & wellbeing,2023-05-13,3.0,2.0,3.0,1.0,5.5,False,,3
297,Learn the basics of investing,Curiosity / fun,2024-01-21,3.0,2.0,5.0,1.0,10.0,False,,3
298,Reduce screen time before bed,Obligation / should-do,2023-04-06,4.0,1.0,1.0,1.0,25.4,False,,4
299,Build an automation script,Personal growth,2023-01-19,2.0,5.0,2.0,2.0,32.7,False,,9
300,Try a new craft technique,Financial security,2025-02-23,5.0,5.0,4.0,,13.9,False,,2
301,Improve sleep schedule,Health & wellbeing,2023-03-21,4.0,1.0,2.0,1.0,7.0,False,,4
302,Build a personal dashboard,Career advancement,2025-05-05,2.0,3.0,4.0,2.0,30.9,False,,9
303,Automate a recurring bill payment,Personal growth,2023-05-15,1.0,2.0,2.0,1.0,7.6,False,,6
304,Improve sleep schedule,Personal growth,2025-05-01,3.0,4.0,4.0,1.0,43.3,False,,4
305,Plan a solo trip,Financial security,2024-02-25,4.0,3.0,3.0,1.0,5.8,False,,10
306,Plan a road trip route,Creative expression,2023-10-19,4.0,4.0,5.0,1.0,3.0,False,,10
307,Learn a new design software,Creative expression,2023-09-02,3.0,1.0,3.0,1.0,5.4,False,,2
308,Try a new craft technique,Creative expression,2024-11-25,1.0,3.0,2.0,1.0,0.6,False,,2
309,Plan a weekend getaway,Obligation / should-do,2025-03-07,3.0,4.0,5.0,1.0,4.7,False,,10
310,Cut down on sugar,Social connection,2025-03-31,3.0,1.0,3.0,2.0,24.6,False,,4
311,Build a portfolio website,Health & wellbeing,2025-06-14,3.0,2.0,2.0,1.0,6.7,False,,1
312,Start a small blog,Social connection,2023-10-19,3.0,3.0,2.0,4.0,6.4,True,2023-12-13,9
313,Research flights for a trip,Health & wellbeing,2023-05-31,3.0,1.0,1.0,2.0,15.8,False,,10
314,Start sketching daily,Career advancement,2025-06-24,2.0,2.0,4.0,1.0,5.1,False,,2
315,Call an old friend,Financial security,2024-02-10,4.0,1.0,3.0,1.0,12.4,False,,8
316,Plan a family visit,Health & wellbeing,2024-01-19,3.0,1.0,4.0,1.0,3.9,True,2024-04-23,8
317,Renew an expiring document,Personal growth,2023-05-21,3.0,3.0,2.0,1.0,,True,2023-10-02,6
318,Plan a trip itinerary,Career advancement,2024-09-22,3.0,2.0,2.0,1.0,8.8,True,2024-10-26,10
319,RESEARCH INVESTMENT OPTIONS,Obligation / should-do,2025-05-05,2.0,1.0,3.0,3.0,1.0,True,2025-11-21,3
320,Learn to use Power BI,Career advancement,2023-09-01,2.0,3.0,5.0,2.0,4.2,False,,7
